Posição,Código IBGE,Município,UF,População
1968º,3302809,Mendes,Rio de Janeiro,18123
1969º,3532405,Nazaré Paulista,São Paulo,18121
1970º,2929602,Sapeaçu,Bahia,18114
1971º,2801009,Campo do Brito,Sergipe,18111
1972º,5005681,Mundo Novo,Mato Grosso do Sul,18103
1973º,2604700,Correntes,Pernambuco,18098
1974º,1702554,Augustinópolis,Tocantins,18089
1975º,2706802,Piaçabuçu,Alagoas,18074
1976º,3155801,Rio Pomba,Minas Gerais,18061
1977º,3115102,Cássia,Minas Gerais,18057
1978º,2301851,Banabuiú,Ceará,18027
1979º,2923357,Ourolândia,Bahia,18025
1980º,3144706,Nova Era,Minas Gerais,17994
1981º,5217708,Pontalina,Goiás,17991
1982º,2705200,Messias,Alagoas,17988
1983º,3304409,Rio Claro,Rio de Janeiro,17988
1984º,2701605,Canapi,Alagoas,17983
1985º,2907608,Central,Bahia,17969
1986º,4106209,Contenda,Paraná,17961
1987º,2306702,Jaguaretama,Ceará,17958
1988º,2913101,Ibititá,Bahia,17948
1989º,1200427,Rodrigues Alves,Acre,17945
1990º,2500700,São João do Rio do Peixe,Paraíba,17940
1991º,1100056,Cerejeiras,Rondônia,17934
1992º,1304104,Tapauá,Amazonas,17930
1993º,3150802,Piranga,Minas Gerais,17918
1994º,1200336,Mâncio Lima,Acre,17910
1995º,3108008,Bom Sucesso,Minas Gerais,17907
1996º,2613800,São Vicente Férrer,Pernambuco,17904
1997º,3524600,Jacupiranga,São Paulo,17900
1998º,1200351,Marechal Thaumaturgo,Acre,17897
1999º,4105201,Cerro Azul,Paraná,17885
2000º,2931053,Tanque Novo,Bahia,17884
2001º,3521705,Itaberá,São Paulo,17879
2002º,2304236,Croatá,Ceará,17874
2003º,3148608,Peçanha,Minas Gerais,17871
2004º,2111805,Sítio Novo,Maranhão,17851
2005º,4200101,Abelardo Luz,Santa Catarina,17847
2006º,2608453,Lagoa do Carro,Pernambuco,17847
2007º,2931301,Tapiramutá,Bahia,17845
2008º,2502508,Boqueirão,Paraíba,17842
2009º,2700201,Anadia,Alagoas,17818
2010º,2802809,Indiaroba,Sergipe,17810
2011º,3544251,Rosana,São Paulo,17795
2012º,3161007,São Domingos do Prata,Minas Gerais,17787
2013º,3305406,Sapucaia,Rio de Janeiro,17765
2014º,2907905,Cipó,Bahia,17739
2015º,3154309,Resplendor,Minas Gerais,17715
2016º,1506161,Rio Maria,Pará,17705
2017º,2931806,Tremedal,Bahia,17700
2018º,2208809,Regeneração,Piauí,17698
2019º,2501906,Belém,Paraíba,17685
2020º,2302909,Capistrano,Ceará,17668
2021º,3508801,Cafelândia,São Paulo,17645
2022º,3517604,Guapiara,São Paulo,17640
2023º,4115606,Matelândia,Paraná,17640
2024º,3512308,Conchas,São Paulo,17638
2025º,2303402,Carnaubal,Ceará,17631
2026º,4127403,Terra Roxa,Paraná,17627
2027º,3523602,Itirapina,São Paulo,17589
2028º,3511607,Cesário Lange,São Paulo,17587
2029º,2104404,Gonçalves Dias,Maranhão,17586
2030º,2412609,São Paulo do Potengi,Rio Grande do Norte,17572
2031º,1507102,São Caetano de Odivelas,Pará,17563
2032º,2504900,Cruz do Espírito Santo,Paraíba,17559
2033º,3518503,Guareí,São Paulo,17551
2034º,4211207,Morro da Fumaça,Santa Catarina,17532
2035º,2920205,Malhada,Bahia,17526
2036º,4217501,Seara,Santa Catarina,17526
2037º,2900405,Água Fria,Bahia,17508
2038º,2930808,Souto Soares,Bahia,17503
2039º,2312106,Santana do Cariri,Ceará,17489
2040º,4205803,Garuva,Santa Catarina,17479
2041º,1200807,Porto Acre,Acre,17459
2042º,1502772,Curionópolis,Pará,17453
2043º,2101301,Bacuri,Maranhão,17435
2044º,4321105,Tapes,Rio Grande do Sul,17425
2045º,1100080,Costa Marques,Rondônia,17400
2046º,2210409,São Miguel do Tapuio,Piauí,17395
2047º,3514908,Elias Fausto,São Paulo,17393
2048º,1505403,Ourém,Pará,17356
2049º,2932606,Urandi,Bahia,17356
2050º,2701704,Capela,Alagoas,17354
2051º,2900355,Adustina,Bahia,17349
2052º,1200252,Epitaciolândia,Acre,17340
2053º,2200509,Amarante,Piauí,17322
2054º,2906824,Canudos,Bahia,17316
2055º,4107603,Faxinal,Paraná,17306
2056º,2804003,Maruim,Sergipe,17297
2057º,4114401,Mangueirinha,Paraná,17269
2058º,4105706,Clevelândia,Paraná,17250
2059º,1501451,Belterra,Pará,17249
2060º,2912905,Ibirataia,Bahia,17221
2061º,3543006,Ribeirão Branco,São Paulo,17220
2062º,2300408,Aiuaba,Ceará,17194
2063º,4106308,Corbélia,Paraná,17193
2064º,4312658,Não-Me-Toque,Rio Grande do Sul,17185
2065º,2910859,Filadélfia,Bahia,17176
2066º,4103453,Cafelândia,Paraná,17175
2067º,3203130,João Neiva,Espírito Santo,17168
2068º,2503506,Cacimba de Dentro,Paraíba,17156
2069º,2922706,Nova Canaã,Bahia,17141
2070º,2904050,Bonito,Bahia,17131
2071º,2200202,Água Branca,Piauí,17119
2072º,3551900,Severínia,São Paulo,17115
2073º,3528007,Macatuba,São Paulo,17111
2074º,4121406,Realeza,Paraná,17111
2075º,4300109,Agudo,Rio Grande do Sul,17085
2076º,3127008,Fronteira,Minas Gerais,17072
2077º,4309001,Giruá,Rio Grande do Sul,17069
2078º,3523305,Itariri,São Paulo,17062
2079º,2101251,Bacabeira,Maranhão,17053
2080º,2308609,Monsenhor Tabosa,Ceará,17038
2081º,2608008,Jataúba,Pernambuco,17026
2082º,2108900,Poção de Pedras,Maranhão,17023
2083º,2500809,Araçagi,Paraíba,17003
2084º,3540804,Potirendaba,São Paulo,17002
2085º,4214003,Presidente Getúlio,Santa Catarina,16996
2086º,4127205,Terra Boa,Paraná,16991
2087º,2300705,Alto Santo,Ceará,16976
2088º,1304302,Urucará,Amazonas,16968
2089º,5106372,Pedra Preta,Mato Grosso,16965
2090º,4213708,Pouso Redondo,Santa Catarina,16957
2091º,2516300,Sumé,Paraíba,16957
2092º,3138609,Lima Duarte,Minas Gerais,16910
2093º,2106631,Matões do Norte,Maranhão,16908
2094º,5107701,Rosário Oeste,Mato Grosso,16908
2095º,3151701,Poço Fundo,Minas Gerais,16903
2096º,3545001,Salesópolis,São Paulo,16903
2097º,5206404,Crixás,Goiás,16893
2098º,2924504,Pindaí,Bahia,16889
2099º,5006903,Porto Murtinho,Mato Grosso do Sul,16879
2100º,1400175,Cantá,Roraima,16877
2101º,2607802,Itaquitinga,Pernambuco,16859
2102º,2913002,Ibitiara,Bahia,16855
2103º,1400308,Mucajaí,Roraima,16852
2104º,3504602,Bady Bassitt,São Paulo,16843
2105º,3508108,Buritama,São Paulo,16841
2106º,2909208,Coronel João Sá,Bahia,16814
2107º,2901155,América Dourada,Bahia,16798
2108º,2912301,Ibicuí,Bahia,16796
2109º,3511706,Charqueada,São Paulo,16772
2110º,3169000,Tocantins,Minas Gerais,16766
2111º,4319406,São Pedro do Sul,Rio Grande do Sul,16763
2112º,1100346,Alvorada d'Oeste,Rondônia,16747
2113º,2106409,Mata Roma,Maranhão,16745
2114º,2310902,Piquet Carneiro,Ceará,16731
2115º,4215505,Santa Cecília,Santa Catarina,16701
2116º,4208401,Itapiranga,Santa Catarina,16683
2117º,3538105,Pindorama,São Paulo,16656
2118º,2903607,Biritinga,Bahia,16653
2119º,2104008,Esperantinópolis,Maranhão,16653
2120º,4308904,Getúlio Vargas,Rio Grande do Sul,16648
2121º,3145109,Nova Resende,Minas Gerais,16645
2122º,3537008,Pedregulho,São Paulo,16645
2123º,3152402,Poté,Minas Gerais,16641
2124º,4102901,Bituruna,Paraná,16627
2125º,3110905,Campanha,Minas Gerais,16627
2126º,2915007,Itaetê,Bahia,16586
2127º,2104602,Governador Eugênio Barros,Maranhão,16582
2128º,4127304,Terra Rica,Paraná,16578
2129º,3203346,Marechal Floriano,Espírito Santo,16545
2130º,2300150,Acarape,Ceará,16543
2131º,4116208,Morretes,Paraná,16540
2132º,1720903,Taguatinga,Tocantins,16530
2133º,1501576,Bom Jesus do Tocantins,Pará,16517
2134º,5107065,Querência,Mato Grosso,16512
2135º,4126504,Sertanópolis,Paraná,16485
2136º,3147600,Passa Quatro,Minas Gerais,16470
2137º,4210605,Massaranduba,Santa Catarina,16455
2138º,4204251,Cocal do Sul,Santa Catarina,16446
2139º,3153905,Raposos,Minas Gerais,16390
2140º,2106375,Maranhãozinho,Maranhão,16366
2141º,4127601,Tijucas do Sul,Paraná,16348
2142º,1301654,Guajará,Amazonas,16339
2143º,2311959,Salitre,Ceará,16331
2144º,2105476,Jenipapo dos Vieiras,Maranhão,16321
2145º,4315503,Restinga Sêca,Rio Grande do Sul,16315
2146º,2903276,Barrocas,Bahia,16296
2147º,2913408,Igaporã,Bahia,16283
2148º,2801504,Carmópolis,Sergipe,16275
2149º,2304459,Fortim,Ceará,16272
2150º,4212106,Palmitos,Santa Catarina,16253
2151º,3112604,Capinópolis,Minas Gerais,16250
2152º,4316600,Sananduva,Rio Grande do Sul,16237
2153º,5101258,Araputanga,Mato Grosso,16223
2154º,1504976,Nova Ipixuna,Pará,16221
2155º,3501004,Altinópolis,São Paulo,16219
2156º,2608701,Lagoa dos Gatos,Pernambuco,16218
2157º,2102077,Bom Lugar,Maranhão,16214
2158º,2103554,Conceição do Lago Açu,Maranhão,16192
2159º,1101401,Monte Negro,Rondônia,16186
2160º,4320404,Serafina Corrêa,Rio Grande do Sul,16184
2161º,3157906,Santa Margarida,Minas Gerais,16173
2162º,2310803,Pereiro,Ceará,16163
2163º,3552700,Tabatinga,São Paulo,16159
2164º,1600709,Tartarugalzinho,Amapá,16112
2165º,2905156,Caetanos,Bahia,16106
2166º,3108552,Brasilândia de Minas,Minas Gerais,16105
2167º,3170529,Urucuia,Minas Gerais,16095
2168º,2511301,Piancó,Paraíba,16091
2169º,3162807,São João Evangelista,Minas Gerais,16083
2170º,3133758,Itaú de Minas,Minas Gerais,16082
2171º,2700508,Barra de Santo Antônio,Alagoas,16064
2172º,4104402,Cândido de Abreu,Paraná,16059
2173º,2923050,Novo Triunfo,Bahia,16037
2174º,2930402,Serra Preta,Bahia,16036
2175º,2918753,Lagoa Real,Bahia,16029
2176º,3515400,Fartura,São Paulo,16028
2177º,2105906,Lago Verde,Maranhão,16025
2178º,2105351,Itaipava do Grajaú,Maranhão,16009
2179º,2918506,Jussara,Bahia,16006
2180º,4101903,Assaí,Paraná,15999
2181º,2608206,Joaquim Nabuco,Pernambuco,15989
2182º,5107008,Poxoréu,Mato Grosso,15985
2183º,4104428,Candói,Paraná,15978
2184º,4126801,Tapejara,Paraná,15962
2185º,1501006,Aveiro,Pará,15947
2186º,2108058,Paulino Neves,Maranhão,15937
2187º,3156809,Sabinópolis,Minas Gerais,15936
2188º,2313559,Tururu,Ceará,15935
2189º,1400050,Alto Alegre,Roraima,15933
2190º,3521309,Ipuã,São Paulo,15932
2191º,3127800,Grão Mogol,Minas Gerais,15931
2192º,3149804,Perdizes,Minas Gerais,15925
2193º,1300029,Alvarães,Amazonas,15908
2194º,2105609,Joselândia,Maranhão,15891
2195º,5105606,Matupá,Mato Grosso,15870
2196º,2414001,Tangará,Rio Grande do Norte,15866
2197º,2110278,Santo Amaro do Maranhão,Maranhão,15853
2198º,4104600,Capitão Leônidas Marques,Paraná,15850
2199º,4307500,Espumoso,Rio Grande do Sul,15843
2200º,2911402,Glória,Bahia,15840
2201º,2703007,Ibateguara,Alagoas,15840
2202º,5004304,Iguatemi,Mato Grosso do Sul,15838
2203º,1501600,Bonito,Pará,15834
2204º,2925253,Ponto Novo,Bahia,15830
2205º,2929057,São Félix do Coribe,Bahia,15825
2206º,1302306,Jutaí,Amazonas,15824
2207º,2609105,Machados,Pernambuco,15820
2208º,3203809,Muqui,Espírito Santo,15806
2209º,2926806,Rio do Antônio,Bahia,15804
2210º,3507407,Borborema,São Paulo,15791
2211º,2612307,Saloá,Pernambuco,15779
2212º,2927309,Salinas da Margarida,Bahia,15772
2213º,2925600,Presidente Dutra,Bahia,15734
2214º,2900306,Acajutiba,Bahia,15727
2215º,2100808,Anapurus,Maranhão,15696
2216º,2612901,São Benedito do Sul,Pernambuco,15683
2217º,2311900,Saboeiro,Ceará,15678
2218º,3116100,Chapada do Norte,Minas Gerais,15675
2219º,4102802,Bela Vista do Paraíso,Paraná,15656
2220º,1504752,Mojuí dos Campos,Pará,15646
2221º,3136009,Joaíma,Minas Gerais,15634
2222º,3535408,Panorama,São Paulo,15619
2223º,3142700,Montalvânia,Minas Gerais,15603
2224º,3102308,Alvinópolis,Minas Gerais,15599
2225º,2406502,Lagoa Nova,Rio Grande do Norte,15590
2226º,2915205,Itagibá,Bahia,15577
2227º,3300936,Carapebus,Rio de Janeiro,15568
2228º,4204509,Corupá,Santa Catarina,15541
2229º,5105507,Vila Bela da Santíssima Trindade,Mato Grosso,15534
2230º,3146909,Papagaios,Minas Gerais,15516
2231º,2913804,Ipecaetá,Bahia,15499
2232º,3120805,Cruzília,Minas Gerais,15497
2233º,2901353,Andorinha,Bahia,15490
2234º,1300904,Canutama,Amazonas,15490
2235º,5215306,Orizona,Goiás,15472
2236º,3549953,São Lourenço da Serra,São Paulo,15465
2237º,2404705,Ipanguaçu,Rio Grande do Norte,15464
2238º,2706505,Passo de Camaragibe,Alagoas,15461
2239º,3201001,Boa Esperança,Espírito Santo,15460
2240º,3107802,Bom Jesus do Galho,Minas Gerais,15459
2241º,2917409,Jacaraci,Bahia,15459
2242º,1507409,São Francisco do Pará,Pará,15454
2243º,4205001,Dionísio Cerqueira,Santa Catarina,15450
2244º,2111029,São João do Caru,Maranhão,15450
2245º,2926509,Ribeira do Amparo,Bahia,15443
2246º,3514809,Eldorado,São Paulo,15436
2247º,2309201,Nova Olinda,Ceará,15433
2248º,2504801,Coremas,Paraíba,15426
2249º,2501609,Barra de Santa Rosa,Paraíba,15421
2250º,3203304,Mantenópolis,Espírito Santo,15419
2251º,2410108,Poço Branco,Rio Grande do Norte,15418
2252º,2912509,Ibipitanga,Bahia,15413
2253º,2513406,Santa Luzia,Paraíba,15401
2254º,3133006,Itamonte,Minas Gerais,15391
2255º,3111507,Campos Altos,Minas Gerais,15387
2256º,5102603,Campinápolis,Mato Grosso,15386
2257º,2516904,Uiraúna,Paraíba,15382
2258º,2931608,Teolândia,Bahia,15357
2259º,2802304,Frei Paulo,Sergipe,15349
2260º,2100873,Araguanã,Maranhão,15332
2261º,3545605,Santa Adélia,São Paulo,15331
2262º,2605806,Frei Miguelinho,Pernambuco,15328
2263º,3108404,Botelhos,Minas Gerais,15322
2264º,3555109,Tupi Paulista,São Paulo,15321
2265º,2929008,São Félix,Bahia,15310
2266º,2404507,Guamaré,Rio Grande do Norte,15309
2267º,2304657,Graça,Ceará,15307
2268º,3123908,Entre Rios de Minas,Minas Gerais,15292
2269º,3133105,Itanhandu,Minas Gerais,15290
2270º,5204300,Caçu,Goiás,15287
2271º,2608404,Jurema,Pernambuco,15284
2272º,4306502,Dom Feliciano,Rio Grande do Sul,15279
2273º,2516508,Taperoá,Paraíba,15276
2274º,3125705,Felixlândia,Minas Gerais,15273
2275º,2609303,Mirandiba,Pernambuco,15270
2276º,2104206,Fortuna,Maranhão,15262
2277º,3521903,Itajobi,São Paulo,15246
2278º,3112703,Capitão Enéas,Minas Gerais,15237
2279º,3550902,São Simão,São Paulo,15225
2280º,2615706,Triunfo,Pernambuco,15221
2281º,2903235,Barro Alto,Bahia,15217
2282º,5209952,Indiara,Goiás,15213
2283º,2109403,Primeira Cruz,Maranhão,15207
2284º,2612455,Santa Cruz,Pernambuco,15202
2285º,3305703,Sumidouro,Rio de Janeiro,15191
2286º,2516706,Teixeira,Paraíba,15191
2287º,2102358,Buritirana,Maranhão,15180
2288º,2804201,Monte Alegre de Sergipe,Sergipe,15177
2289º,3522802,Itaporanga,São Paulo,15165
2290º,4209607,Lauro Müller,Santa Catarina,15149
2291º,3112000,Candeias,Minas Gerais,15147
2292º,3134004,Itinga,Minas Gerais,15147
2293º,4110508,Ipiranga,Paraná,15139
2294º,5214002,Mozarlândia,Goiás,15125
2295º,1600154,Pedra Branca do Amapari,Amapá,15125
2296º,4122008,Rio Azul,Paraná,15125
2297º,3300902,Cambuci,Rio de Janeiro,15124
2298º,2904308,Brejões,Bahia,15122
2299º,5207907,Flores de Goiás,Goiás,15111
2300º,2918209,Jiquiriçá,Bahia,15106
2301º,3504206,Auriflama,São Paulo,15085
2302º,2409902,Pendências,Rio Grande do Norte,15083
2303º,3200300,Alfredo Chaves,Espírito Santo,15082
2304º,2204709,Inhuma,Piauí,15065
2305º,4103909,Campina da Lagoa,Paraná,15042
2306º,3133402,Itapagipe,Minas Gerais,15041
2307º,4320701,Sobradinho,Rio Grande do Sul,15018
2308º,5003157,Coronel Sapucaia,Mato Grosso do Sul,15016
2309º,4107009,Curiúva,Paraná,15004
2310º,5000203,Água Clara,Mato Grosso do Sul,14992
2311º,1600808,Vitória do Jari,Amapá,14991
2312º,3140159,Mário Campos,Minas Gerais,14988
2313º,2516102,Soledade,Paraíba,14987
2314º,4121505,Rebouças,Paraná,14981
2315º,2927606,Santa Brígida,Bahia,14976
2316º,3303104,Natividade,Rio de Janeiro,14960
2317º,2916856,Itatim,Bahia,14957
2318º,3104304,Areado,Minas Gerais,14956
2319º,2409803,Pedro Velho,Rio Grande do Norte,14954
2320º,2308203,Meruoca,Ceará,14948
2321º,3142205,Miraí,Minas Gerais,14946
2322º,1505007,Nova Timboteua,Pará,14942
2323º,3145000,Nova Ponte,Minas Gerais,14934
2324º,2909109,Coribe,Bahia,14933
2325º,4125100,São João do Triunfo,Paraná,14927
2326º,2311108,Porteiras,Ceará,14921
2327º,5105903,Nobres,Mato Grosso,14917
2328º,5105176,Juruena,Mato Grosso,14913
2329º,3158201,Santa Maria do Suaçuí,Minas Gerais,14896
2330º,3108909,Brazópolis,Minas Gerais,14889
2331º,2302057,Barroquinha,Ceará,14880
2332º,2311355,Quixelô,Ceará,14860
2333º,2405603,Jardim de Piranhas,Rio Grande do Norte,14858
2334º,4211603,Nova Veneza,Santa Catarina,14837
2335º,3114105,Carmo de Minas,Minas Gerais,14822
2336º,3202702,Itaguaçu,Espírito Santo,14815
2337º,2611408,Primavera,Pernambuco,14798
2338º,2609808,Orocó,Pernambuco,14794
2339º,2906600,Candiba,Bahia,14792
2340º,3520905,Ipaussu,São Paulo,14766
2341º,3538204,Pinhalzinho,São Paulo,14763
2342º,2904001,Boninal,Bahia,14760
2343º,2106805,Mirinzal,Maranhão,14744
2344º,4317905,Santo Cristo,Rio Grande do Sul,14738
2345º,2926103,Retirolândia,Bahia,14730
2346º,2920908,Mascote,Bahia,14728
2347º,3506706,Boa Esperança do Sul,São Paulo,14727
2348º,3302056,Italva,Rio de Janeiro,14723
2349º,2300903,Apuiarés,Ceará,14719
2350º,1508357,Vitória do Xingu,Pará,14719
2351º,2915353,Itaguaçu da Bahia,Bahia,14718
2352º,4123006,Salto do Lontra,Paraná,14713
2353º,2608305,Jupi,Pernambuco,14712
2354º,4305454,Cidreira,Rio Grande do Sul,14710
2355º,4110607,Iporã,Paraná,14704
2356º,2608057,Jatobá,Pernambuco,14703
2357º,3205176,Vila Valério,Espírito Santo,14697
2358º,4100608,Alto Paraná,Paraná,14693
2359º,2901403,Angical,Bahia,14690
2360º,1501725,Brasil Novo,Pará,14689
2361º,3546009,Santa Branca,São Paulo,14667
2362º,3168408,Tarumirim,Minas Gerais,14667
2363º,2933059,Várzea da Roça,Bahia,14662
2364º,2516607,Tavares,Paraíba,14661
2365º,2616506,Xexéu,Pernambuco,14651
2366º,4323804,Xangri-lá,Rio Grande do Sul,14650
2367º,2107456,Olinda Nova do Maranhão,Maranhão,14637
2368º,3155702,Rio Piracicaba,Minas Gerais,14624
2369º,5104203,Guiratinga,Mato Grosso,14615
2370º,2414605,Upanema,Rio Grande do Norte,14609
2371º,2707206,Poço das Trincheiras,Alagoas,14575
2372º,2903003,Barra do Mendes,Bahia,14560
2373º,3102001,Alterosa,Minas Gerais,14551
2374º,3553955,Tarumã,São Paulo,14547
2375º,3106903,Bicas,Minas Gerais,14545
2376º,2103257,Cidelândia,Maranhão,14539
2377º,4115408,Marmeleiro,Paraná,14539
2378º,3110301,Caldas,Minas Gerais,14529
2379º,2600609,Alagoinha,Pernambuco,14517
2380º,2107209,Nina Rodrigues,Maranhão,14489
2381º,3139904,Maria da Fé,Minas Gerais,14488
2382º,1100700,Campo Novo de Rondônia,Rondônia,14484
2383º,5209200,Guapó,Goiás,14482
2384º,2932408,Uibaí,Bahia,14474
2385º,5106158,Nova Bandeirantes,Mato Grosso,14473
2386º,2500502,Alagoinha,Paraíba,14464
2387º,3128105,Guapé,Minas Gerais,14460
2388º,3140803,Matias Barbosa,Minas Gerais,14449
2389º,4104709,Carlópolis,Paraná,14431
2390º,2804904,Pacatuba,Sergipe,14420
2391º,2909406,Cotegipe,Bahia,14414
2392º,4123808,Santa Izabel do Oeste,Paraná,14411
2393º,2909703,Cristópolis,Bahia,14403
2394º,2210706,Simões,Piauí,14398
2395º,2203503,Elesbão Veloso,Piauí,14383
2396º,2507309,Jacaraú,Paraíba,14378
2397º,2309003,Mucambo,Ceará,14377
2398º,3100609,Água Boa,Minas Gerais,14370
2399º,2922607,Nilo Peçanha,Bahia,14368
2400º,1200013,Acrelândia,Acre,14366
2401º,2400703,Alto do Rodrigues,Rio Grande do Norte,14365
2402º,2612554,Santa Filomena,Pernambuco,14355
2403º,3536307,Patrocínio Paulista,São Paulo,14351
2404º,4317806,Santo Augusto,Rio Grande do Sul,14334
2405º,3109501,Cabo Verde,Minas Gerais,14330
2406º,2902500,Baianópolis,Bahia,14323
2407º,4107504,Engenheiro Beltrão,Paraná,14314
2408º,2401206,Arez,Rio Grande do Norte,14307
2409º,2207504,Palmeirais,Piauí,14295
2410º,3516002,Flórida Paulista,São Paulo,14282
2411º,2604155,Casinhas,Pernambuco,14274
2412º,4301107,Arroio dos Ratos,Rio Grande do Sul,14255
2413º,2920403,Manoel Vitorino,Bahia,14251
2414º,4206009,Governador Celso Ramos,Santa Catarina,14229
2415º,2924058,Pé de Serra,Bahia,14226
2416º,2601300,Barra de Guabiraba,Pernambuco,14224
2417º,2110302,Santo Antônio dos Lopes,Maranhão,14222
2418º,2102556,Campestre do Maranhão,Maranhão,14219
2419º,4118808,Peabiru,Paraná,14198
2420º,4306007,Crissiumal,Rio Grande do Sul,14195
2421º,5221700,Uruana,Goiás,14195
2422º,4117800,Palmital,Paraná,14189
2423º,2913457,Igrapiúna,Bahia,14187
2424º,2105153,Igarapé do Meio,Maranhão,14147
2425º,4126678,Tamarana,Paraná,14143
2426º,2506400,Gurinhém,Paraíba,14134
2427º,3154903,Rio Casca,Minas Gerais,14130
2428º,2306009,Iracema,Ceará,14125
2429º,2205409,Joaquim Pires,Piauí,14123
2430º,3104601,Astolfo Dutra,Minas Gerais,14118
2431º,2502805,Brejo do Cruz,Paraíba,14107
2432º,4211504,Nova Trento,Santa Catarina,14099
2433º,4101705,Araruna,Paraná,14098
2434º,5005806,Nioaque,Mato Grosso do Sul,14092
2435º,3534906,Pacaembu,São Paulo,14086
2436º,2108405,Peri Mirim,Maranhão,14074
2437º,2200301,Alto Longá,Piauí,14070
2438º,2903706,Boa Nova,Bahia,14069
2439º,4305207,Cerro Largo,Rio Grande do Sul,14069
2440º,2210508,São Pedro do Piauí,Piauí,14056
2441º,1100379,Alto Alegre dos Parecis,Rondônia,14045
